loja,valor,clientes
Nike Unite,39764.62,83
Centauro,36803.35,74
Renner,34673.81,119
C&A,32481.14,91
Vivara,30096.1,4
Decathlon,25010.87,82
Samsung,22493.0,2
Damyller ,21312.0,20
Riachuelo,20819.3,70
Óticas Carol,19737.5,8
DEMOCRATA,16671.59,36
Polishop,14939.95,21
Empório Du Homem,14612.3,17
Carioca Calçados,13544.82,27
CLIFIELD,13406.05,18
Vivo,12892.0,3
Live!,12436.33,20
Companhia da Moda,12212.52,11
Lanzara,11110.0,5
Claro,10940.4,3
