periodo_dia,valor,transacoes,pct_valor,shopping
Manha (6h-12h),7856364.87,28852,18.268085175701433,Norte Shopping
Noite (18h-22h),18173019.16,64048,42.256981111231674,Norte Shopping
Tarde (12h-18h),16976573.05,57434,39.4749337130669,Norte Shopping
