faixa_etaria,qtd_clientes,valor_total,ticket_medio,freq_media,idade_media,qtd_high_spenders,pct_clientes,pct_valor,shopping,sigla
16-24 (Gen Z),2230,2343056.34,1050.6979103139013,4.103139013452915,21.853811659192825,148,7.279018148583366,5.448213454804481,Norte Shopping,NR
25-39 (Millennials),12438,16478401.85,1324.843371120759,4.956906255024924,32.686525164817496,1155,40.59929494712103,38.31655651645366,Norte Shopping,NR
40-54 (Gen X),12032,18168641.22,1510.0266971409574,5.298869680851064,45.941323138297875,1326,39.274056665361016,42.24680126570038,Norte Shopping,NR
55-69 (Boomers),3457,5327565.81,1541.0951142609197,4.142319930575644,60.15533699739659,381,11.284110197153675,12.387971740960499,Norte Shopping,NR
70+ (Silent),434,664301.0599999999,1530.6476036866359,3.089861751152074,74.01612903225806,54,1.4166340253296776,1.5446721921901712,Norte Shopping,NR
Nao Informado,45,23990.8,533.1288888888889,2.511111111111111,,0,0.14688601645123384,0.05578482989082685,Norte Shopping,NR
