shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Balneário Shopping,43110,102773535.61,3.082811412665275,3.021224773834377,3.2553003943400602,9.359336580839713,2383.9836606355834,8781,53912976.77,6139.730870060358,12128,29407768.27,2424.783003792876,12791,14935805.69,1167.6808451254788,9410,4516984.88,480.019647183847,33.69
Neumarkt Shopping,26804,57950027.56,3.1863900910311895,3.1660946127443665,3.1223697955529026,9.474854499328458,2161.99177585435,6313,33567411.0,5317.188499920799,6989,13854782.88,1982.3698497639148,7533,7963157.99,1057.1031448294173,5969,2564675.69,429.665888758586,19.0
Garten Shopping,31279,54204778.75,3.072700533904537,3.0093033664759106,2.938393171137185,9.020397071517632,1732.9447472745292,5466,24637071.11,4507.330975118917,8265,16293697.32,1971.4092341197822,9807,9943619.51,1013.9308157438564,7741,3330390.81,430.22746544374115,17.77
Continente Shopping,32289,50561293.31,2.986187246430673,3.0420886369971196,2.9093189631143734,8.937594846542167,1565.8983960481899,5338,21928321.97,4107.965899213188,8772,15675472.1,1786.989523483812,9895,9400614.37,950.0368236483072,8284,3556884.87,429.36804321583776,16.57
Norte Shopping,15592,21760326.5,2.991726526423807,2.802847614161108,2.732747562852745,8.52732170343766,1395.6084209851206,2136,8229300.06,3852.66856741573,3596,6102341.57,1696.980414349277,5321,5529800.84,1039.2409020860741,4539,1898884.03,418.34854152897117,7.13
Nações Shopping,14036,17815953.91,2.268666286691365,2.719079509831861,2.6249643773154743,7.612710173838701,1269.3042113137647,918,4871739.63,5306.905915032679,2844,6152655.03,2163.380812236287,4655,4618205.71,992.0957486573577,5619,2173353.54,386.78653497063533,5.84
