perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,28940,145762834.1,17.182550103662752,4.4601935038009675,4.766897028334485,4.661817553559088,13.88890808569454,5036.725435383552,17.74,47.78
Premium,42409,87157134.5,5.4136386144450475,3.530288382183027,3.733122686222264,3.672097903746846,10.935508972152137,2055.156558749322,26.0,28.57
Potencial,50283,53879815.6,2.553367937473898,2.8067338862040847,2.6198914145934014,2.580096652944335,8.006721953741822,1071.5314440268082,30.83,17.66
Pontual,41478,18266131.44,1.4338203384926949,1.6733449057331597,1.4783740778243888,1.6623270167317614,4.81404600028931,440.38120063648205,25.43,5.99
