shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Balneário Shopping,43110,102773535.61,3.0,3.0,3.0,9.0,2383.9836606355834,7733,51014841.79,6597.031137980085,11302,29490041.4,2609.276358166696,12994,16431729.44,1264.5628320763428,11081,5836922.98,526.750562223626,33.69
Neumarkt Shopping,26804,57950027.56,3.0,3.0,3.0,9.0,2161.99177585435,5122,30338474.36,5923.169535337758,6703,14877010.08,2219.455479635984,7750,9471863.48,1222.1759329032259,7229,3262679.64,451.3320846590123,19.0
Garten Shopping,31279,54204778.75,3.0,3.0,3.0,9.0,1732.9447472745292,5579,24629768.52,4414.728180677541,8095,16036831.55,1981.0786349598518,9571,10162943.02,1061.8475624281684,8034,3375235.66,420.1189519541947,17.77
Continente Shopping,32289,50561293.31,3.0,3.0,3.0,9.0,1565.8983960481899,5561,22557913.59,4056.4491260564646,8667,15172661.66,1750.6243982923734,9886,9509921.94,961.9585211410074,8175,3320796.12,406.2135926605505,16.57
Norte Shopping,15592,21760326.5,3.0,3.0,3.0,9.0,1395.6084209851206,2588,9027148.65,3488.0790765069555,4019,6320456.22,1572.64399601891,5315,5036975.74,947.6906378174976,3670,1375745.89,374.86264032697545,7.13
Nações Shopping,14036,17815953.91,3.000142490738102,2.999857509261898,2.999857509261898,8.999857509261897,1269.3042113137647,2357,8194687.19,3476.7446711921934,3623,5260133.59,1451.8723682031466,4767,3266381.98,685.207044262639,3289,1094751.15,332.85228032836727,5.84
