shopping_principal,qtd_clientes,valor_total,ticket_medio,vip_hist,vip_valor_hist,vip_ticket_hist,premium_hist,premium_valor_hist,premium_ticket_hist,potencial_hist,potencial_valor_hist,potencial_ticket_hist,pontual_hist,pontual_valor_hist,pontual_ticket_hist,vip_periodo,vip_valor_periodo,vip_ticket_periodo,premium_periodo,premium_valor_periodo,premium_ticket_periodo,potencial_periodo,potencial_valor_periodo,potencial_ticket_periodo,pontual_periodo,pontual_valor_periodo,pontual_ticket_periodo,high_spenders,pct_valor
Balneário Shopping,43110,102773535.61,644.1401110626261,7194,58914945.17,1405.4537267036255,7068,18990418.63,805.7131913318422,11952,16328132.68,550.8037373855075,16896,8540039.13,318.4220509255968,13244,78507609.26,1207.6003700661004,9708,13832873.92,562.2298055036412,9867,7236094.01,403.19920941302865,10291,3196958.42,227.2789170777061,5993,33.69
Neumarkt Shopping,26804,57950027.56,505.8169842605117,4551,33275799.580000002,1025.6820032981543,4369,10467407.52,605.6391971008494,7401,9281856.22,451.76572960176463,10483,4924964.24,276.68452086164103,7535,43071445.33,952.899597931317,5773,8235460.17,471.2394431318456,6080,4444735.72,355.94923124095055,7416,2198386.34,201.3461899354312,3387,19.0
Garten Shopping,31279,54204778.75,523.3188361011897,3593,25675389.7,1563.779288419454,4411,10493539.44,612.4452815662048,9012,11289397.15,448.6553580979566,14263,6746452.46,280.82820353016217,6763,35691581.65,1215.6538258857315,6999,9900875.01,471.65748719970054,7790,5675652.06,357.8429847782764,9727,2936670.03,211.64752190916383,2636,17.77
Continente Shopping,32289,50561293.31,463.7787783677206,3218,20237251.78,1056.7271417394434,4411,11044177.87,702.7005597445935,9323,11992696.17,463.5670258044167,15337,7287167.49,270.780301362054,6789,31553844.01,991.7596081545272,7006,9918962.68,476.2992005070814,8356,6096965.21,351.52594765251183,10138,2991521.41,194.08107887327304,2493,16.57
Norte Shopping,15592,21760326.5,530.8130462682308,1289,7877666.94,1597.4937176234648,2106,5330672.26,923.7557180780482,4024,4965402.48,521.3104410002344,8173,3586584.82,266.00818041604,2929,13191226.05,1421.263661966829,2924,4127161.95,533.3017966397492,3877,2807638.09,369.32755319163715,5862,1634300.41,191.4531515548972,1042,7.13
Nações Shopping,14036,17815953.91,410.80258060259433,1042,6283908.15,939.4966467283717,1572,3728972.01,645.0237783722289,3622,4432514.07,477.0458599634609,7800,3370559.68,262.2092347510579,2253,10093542.88,923.6024014941556,2560,3603196.41,509.63402614334717,3576,2595628.86,374.7894690706332,5647,1523585.76,184.210830963012,760,5.84
