perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,20887,238940593.71,1284.8204500518034,17.825345908938573,12.81,55.17
Premium,23937,84301596.15,714.430952766116,7.3662113046747715,14.68,19.46
Potencial,45334,73026398.58,487.8778669903429,4.405346980191468,27.79,16.86
Pontual,72952,36830236.1,283.17619589826927,2.2803761377344007,44.73,8.5
