perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Premium;Balneário Shopping;Feminino;1;Zara;1587402,91;33,66;2589;1698
Premium;Balneário Shopping;Feminino;2;Renner;812624,64;17,23;2341;1393
Premium;Balneário Shopping;Feminino;3;Sephora;538034,33;11,41;1044;793
Premium;Balneário Shopping;Feminino;4;Centauro;366635,55;7,77;802;659
Premium;Balneário Shopping;Feminino;5;C&A;355326,88;7,54;1084;737
Premium;Balneário Shopping;Feminino;6;Riachuelo;242162,84;5,14;750;550
Premium;Balneário Shopping;Feminino;7;Vivara;214789,5;4,55;135;127
Premium;Balneário Shopping;Feminino;8;Paris Cosméticos;214040,44;4,54;504;413
Premium;Balneário Shopping;Feminino;9;Arezzo;195221,36;4,14;374;334
Premium;Balneário Shopping;Feminino;10;Superlegal Brinquedos;189353,09;4,02;683;493
Premium;Balneário Shopping;Masculino;1;Zara;647239,14;30,75;907;606
Premium;Balneário Shopping;Masculino;2;Vivara;285100,26;13,54;130;116
Premium;Balneário Shopping;Masculino;3;Centauro;241612,79;11,48;431;346
Premium;Balneário Shopping;Masculino;4;Renner;197670,28;9,39;531;354
Premium;Balneário Shopping;Masculino;5;Brooksfield;143959,89;6,84;90;85
Premium;Balneário Shopping;Masculino;6;.;129261,94;6,14;151;128
Premium;Balneário Shopping;Masculino;7;Sephora;121016,96;5,75;162;132
Premium;Balneário Shopping;Masculino;8;iPlace Mobile;120058,59;5,7;60;56
Premium;Balneário Shopping;Masculino;9;Magazine Luiza;110391,25;5,24;41;37
Premium;Balneário Shopping;Masculino;10;Life Vivara;108661,35;5,16;95;81
Premium;Continente Shopping;Feminino;1;Renner;544421,38;21,19;1670;1047
Premium;Continente Shopping;Feminino;2;Nike Unite;332586,59;12,94;709;487
Premium;Continente Shopping;Feminino;3;C&A;304079,89;11,83;1024;657
Premium;Continente Shopping;Feminino;4;Magazine Luiza;288257,07;11,22;139;115
Premium;Continente Shopping;Feminino;5;Centauro;251986,07;9,81;623;461
Premium;Continente Shopping;Feminino;6;Riachuelo;228103,45;8,88;821;590
Premium;Continente Shopping;Feminino;7;Óticas Carol;187664,68;7,3;103;95
Premium;Continente Shopping;Feminino;8;Decathlon;153779,78;5,98;572;424
Premium;Continente Shopping;Feminino;9;Arezzo;152908,73;5,95;326;272
Premium;Continente Shopping;Feminino;10;Empório Du Homem;125646,88;4,89;148;111
Premium;Continente Shopping;Masculino;1;Magazine Luiza;265109,49;16,13;106;89
Premium;Continente Shopping;Masculino;2;Vivara;241426,52;14,69;103;94
Premium;Continente Shopping;Masculino;3;Nike Unite;209262,71000000002;12,73;424;285
Premium;Continente Shopping;Masculino;4;Centauro;181532,97;11,05;368;280
Premium;Continente Shopping;Masculino;5;Empório Du Homem;152217,23;9,26;144;111
Premium;Continente Shopping;Masculino;6;Renner;150577,07;9,16;430;293
Premium;Continente Shopping;Masculino;7;Brooksfield;114964,83;7,0;82;69
