genero,qtd_clientes,valor_total,pct_clientes
Feminino,583,357331.47,76.30890052356021
Masculino,178,77643.14,23.298429319371728
Nao Informado,1,48.0,0.13089005235602094
Outro,2,115.38,0.2617801047120419
