cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
195,394.81,3,6,Continente Shopping,Feminino,Infantil,4,5,3,12,Premium
277,489.95,1,23,Neumarkt Shopping,Feminino,Casa e Decoração,1,1,3,5,Pontual
281,687.5,1,22,Balneário Shopping,Feminino,Moda,2,1,4,7,Potencial
336,1554.5,1,28,Balneário Shopping,Feminino,Moda,1,1,5,7,Potencial
382,78.0,2,4,Balneário Shopping,Feminino,Gastronomia,5,4,1,10,Premium
611,86.25,1,18,Balneário Shopping,Feminino,Moda,2,1,1,4,Pontual
770,159.98,1,18,Norte Shopping,Masculino,Casa e Decoração,2,1,1,4,Pontual
1115,169.98,1,8,Nações Shopping,Feminino,Moda,4,1,1,6,Pontual
1496,279.0,1,19,Balneário Shopping,Masculino,Moda,2,1,2,5,Pontual
1705,279.5,1,25,Balneário Shopping,Feminino,Moda,1,1,2,4,Pontual
1755,235.48000000000002,3,12,Garten Shopping,Masculino,Beleza e Bem-estar,3,5,2,10,Premium
2035,674.63,7,4,Garten Shopping,Masculino,Moda,5,5,4,14,VIP
2169,455.88,1,11,Nações Shopping,Masculino,Moda,4,1,3,8,Potencial
2175,89.99,1,16,Continente Shopping,Feminino,Moda,3,1,1,5,Pontual
2360,360.15999999999997,3,5,Neumarkt Shopping,Feminino,Casa e Decoração,5,5,3,13,VIP
2374,269.5,1,22,Balneário Shopping,Masculino,Moda,2,1,2,5,Pontual
2460,159.0,1,3,Balneário Shopping,Feminino,Moda,5,1,1,7,Potencial
2671,276.0,1,13,Balneário Shopping,Feminino,Moda,3,1,2,6,Pontual
2916,458.25,1,13,Balneário Shopping,Feminino,Moda,3,1,3,7,Potencial
3176,114.97,1,11,Neumarkt Shopping,Feminino,Casa e Decoração,4,1,1,6,Pontual
4299,149.0,1,8,Garten Shopping,Feminino,Moda,4,1,1,6,Pontual
4356,189.25,1,20,Balneário Shopping,Feminino,Moda,2,1,1,4,Pontual
5010,79.99,1,16,Norte Shopping,Feminino,Moda,3,1,1,5,Pontual
5852,275.98,3,10,Continente Shopping,Feminino,Calçados,4,5,2,11,Premium
6191,359.8,1,8,Garten Shopping,Feminino,Moda,4,1,3,8,Potencial
6290,7319.48,4,6,Neumarkt Shopping,Feminino,Beleza e Bem-estar,4,5,5,14,VIP
7639,733.4,1,20,Neumarkt Shopping,Feminino,Gastronomia,2,1,4,7,Potencial
8001,220.38,3,14,Neumarkt Shopping,Feminino,Moda,3,5,2,10,Premium
8311,235.89,5,18,Continente Shopping,Feminino,Gastronomia,2,5,2,9,Potencial
8806,778.25,2,25,Balneário Shopping,Feminino,Moda,1,4,4,9,Potencial
8859,329.89,2,9,Continente Shopping,Feminino,Calçados,4,4,2,10,Premium
9352,199.5,1,10,Balneário Shopping,Feminino,Moda,4,1,1,6,Pontual
9807,478.0,1,23,Balneário Shopping,Masculino,Moda,1,1,3,5,Pontual
10666,813.0,2,20,Balneário Shopping,Feminino,Moda,2,4,4,10,Premium
11725,538.5,1,11,Balneário Shopping,Masculino,Moda,4,1,3,8,Potencial
12259,5093.5,4,13,Balneário Shopping,Feminino,Moda,3,5,5,13,VIP
12640,319.8,1,7,Balneário Shopping,Feminino,Moda,4,1,2,7,Potencial
14093,999.83,1,12,Neumarkt Shopping,Feminino,Casa e Decoração,3,1,4,8,Potencial
14698,135.8,1,2,Garten Shopping,Feminino,Moda,5,1,1,7,Potencial
14736,1668.45,1,5,Garten Shopping,Feminino,Moda,5,1,5,11,Premium
15273,110.95,2,13,Nações Shopping,Feminino,Eletrodomésticos,3,4,1,8,Potencial
15325,86.03999999999999,2,28,Neumarkt Shopping,Feminino,Gastronomia,1,4,1,6,Pontual
15486,447.0,3,11,Balneário Shopping,Feminino,Moda,4,5,3,12,Premium
15663,159.98,2,28,Continente Shopping,Masculino,Moda,1,4,1,6,Pontual
15722,2443.5,1,20,Balneário Shopping,Feminino,Moda,2,1,5,8,Potencial
15814,937.5,1,21,Balneário Shopping,Feminino,Moda,2,1,4,7,Potencial
16555,469.0,1,27,Balneário Shopping,Feminino,Calçados,1,1,3,5,Pontual
18277,1435.75,3,13,Balneário Shopping,Feminino,Moda,3,5,5,13,VIP
19047,1914.0,3,2,Balneário Shopping,Feminino,Moda,5,5,5,15,VIP
19631,91.5,1,22,Continente Shopping,Masculino,Gastronomia,2,1,1,4,Pontual
19748,8.97,1,18,Balneário Shopping,Feminino,Gastronomia,2,1,1,4,Pontual
19849,637.5,2,22,Balneário Shopping,Masculino,Moda,2,4,4,10,Premium
20019,199.99,1,10,Garten Shopping,Masculino,Infantil,4,1,1,6,Pontual
20269,596.5,1,21,Balneário Shopping,Feminino,Moda,2,1,3,6,Pontual
20611,440.0,1,20,Balneário Shopping,Feminino,Moda,2,1,3,6,Pontual
20620,2309.99,4,11,Balneário Shopping,Masculino,Moda,4,5,5,14,VIP
20651,1979.25,3,2,Balneário Shopping,Feminino,Moda,5,5,5,15,VIP
