quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,5.0,1.0,208.70000000000005,Global
40%,11.0,1.0,339.932,Global
60%,16.0,1.0,614.1799999999994,Global
80%,22.0,2.0,1115.5,Global
