shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Premium,1,Moda,143531.22,93.71,234,176
Balneário Shopping,Premium,2,Joalheria,4396.0,2.87,2,1
Balneário Shopping,Premium,3,Gastronomia,2774.68,1.81,8,7
Balneário Shopping,Premium,4,Beleza e Bem-estar,916.1,0.6,3,3
Balneário Shopping,Premium,5,Infantil,908.5999999999999,0.59,2,2
Balneário Shopping,Premium,6,Calçados,299.99,0.2,1,1
Balneário Shopping,Premium,7,Farmácias,238.93,0.16,2,2
Balneário Shopping,Premium,8,Esportes,79.98,0.05,2,2
Balneário Shopping,Premium,9,Supermercado,19.98,0.01,1,1
Balneário Shopping,VIP,1,Moda,390848.11,71.25,664,421
Balneário Shopping,VIP,2,Joalheria,118535.5,21.61,24,21
Balneário Shopping,VIP,3,Calçados,10355.77,1.89,10,8
Balneário Shopping,VIP,4,Infantil,8247.26,1.5,20,16
Balneário Shopping,VIP,5,Beleza e Bem-estar,8139.7,1.48,19,13
Balneário Shopping,VIP,6,Telefonia,6499.0,1.18,1,1
Balneário Shopping,VIP,7,Presentes e Acessórios,2667.0,0.49,2,2
Balneário Shopping,VIP,8,Gastronomia,2247.95,0.41,21,17
Balneário Shopping,VIP,9,Moda Feminina,599.9,0.11,1,1
Balneário Shopping,VIP,10,Supermercado,422.0,0.08,3,1
Continente Shopping,Premium,1,Calçados,7170.86,31.78,21,19
Continente Shopping,Premium,2,Moda,6135.87,27.19,22,11
Continente Shopping,Premium,3,Telefonia,4241.6,18.8,2,2
Continente Shopping,Premium,4,Eletrodomésticos,1708.0500000000002,7.57,2,2
Continente Shopping,Premium,5,Esportes,859.95,3.81,1,1
Continente Shopping,Premium,6,Gastronomia,692.13,3.07,13,6
Continente Shopping,Premium,7,Livrarias,626.9200000000001,2.78,4,1
Continente Shopping,Premium,8,Papelaria,517.79,2.29,3,3
Continente Shopping,Premium,9,Beleza e Bem-estar,485.09999999999997,2.15,2,1
Continente Shopping,Premium,10,Presentes e Acessórios,129.0,0.57,1,1
Continente Shopping,VIP,1,Joalheria,42370.0,34.26,2,2
