perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,605,2451353.35,4051.8237190082646,10.479338842975206,9.56,44.7
Premium,940,1305067.76,1388.3699574468085,7.477659574468085,14.85,23.8
Potencial,1349,961361.09,712.6472127501853,5.183098591549296,21.31,17.53
Pontual,3436,766497.64,223.0784749708964,2.6740395809080324,54.28,13.98
