quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,4.0,1.0,146.72400000000007,Global
40%,10.0,2.0,330.098,Global
60%,17.0,4.0,590.9399999999999,Global
80%,23.0,7.0,1169.8940000000002,Global
