cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
118,996.08,16,2,Continente Shopping,Masculino,Gastronomia,5,5,4,14,VIP
137,131.82,1,8,Garten Shopping,Masculino,Gastronomia,4,1,1,6,Pontual
151,1628.94,20,4,Neumarkt Shopping,Masculino,Eletrodomésticos,4,5,5,14,VIP
160,593.49,14,4,Norte Shopping,Feminino,Supermercado,5,5,4,14,VIP
164,1393.07,7,26,Nações Shopping,Feminino,Moda,1,5,5,11,Premium
168,228.3,2,15,Continente Shopping,Feminino,Gastronomia,3,2,2,7,Potencial
169,74.8,2,15,Continente Shopping,Masculino,Gastronomia,3,2,1,6,Pontual
195,1976.84,4,10,Continente Shopping,Feminino,Gastronomia,3,3,5,11,Premium
235,125.67,2,15,Continente Shopping,Masculino,Gastronomia,3,2,2,7,Potencial
241,749.98,1,2,Balneário Shopping,Feminino,Calçados,5,1,3,9,Potencial
249,482.14,9,0,Norte Shopping,Masculino,Supermercado,5,5,3,13,VIP
259,298.5,2,26,Neumarkt Shopping,Masculino,Beleza e Bem-estar,1,2,2,5,Pontual
272,319.92,1,10,Norte Shopping,Feminino,Calçados,4,1,2,7,Potencial
281,1780.99,2,13,Balneário Shopping,Feminino,Calçados,3,2,5,10,Premium
349,1179.85,11,10,Norte Shopping,Masculino,Gastronomia,4,5,5,14,VIP
360,935.23,4,20,Norte Shopping,Feminino,Moda,2,3,4,9,Potencial
365,299.94,4,25,Norte Shopping,Masculino,Supermercado,1,3,2,6,Pontual
375,235.3,4,7,Garten Shopping,Feminino,Gastronomia,4,3,2,9,Potencial
395,219.9,1,28,Continente Shopping,Feminino,Moda,1,1,2,4,Pontual
506,2518.4300000000003,20,3,Nações Shopping,Feminino,Moda,5,5,5,15,VIP
568,1231.3,12,3,Neumarkt Shopping,Feminino,Gastronomia,5,5,4,14,VIP
592,140.0,1,5,Balneário Shopping,Feminino,Presentes e Acessórios,4,1,1,6,Pontual
617,29.96,3,2,Garten Shopping,Feminino,Gastronomia,5,2,1,8,Potencial
