perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,2920,49328764.75,16893.41258561644,6.0113013698630136,46.13,88.65
Premium,1097,4005094.44,3650.9520875113944,4.65542388331814,17.33,7.2
Potencial,1026,1742063.74,1697.9178752436646,3.5994152046783627,16.21,3.13
Pontual,1287,567577.85,441.00843045843044,2.4832944832944834,20.33,1.02
