loja,valor,clientes
Renner,377581.75,1051
Vivara ,272974.28,116
Riachuelo,267660.13,792
CVC,266101.95,18
Havan,202299.75,493
Centauro,200822.16,453
Idéli Oui,163389.93,204
Le Lis Blanc,160306.34,83
C&A,145879.99,473
Bergerson,136451.39,7
Levi's,129370.52,198
Brooksfield,122856.8,80
Life Vivara,117899.13,151
Samsung,116621.0,23
Hering,110710.09,364
Pittol,100852.49,337
Farm,91098.46,151
Outback Steakhouse,89887.45,260
Makenji,87474.20999999999,97
Maze Skate,80608.31,66
