dia_semana,valor,transacoes
Domingo,79604.04,392
Quarta,103081.97,431
Quinta,44996.5,251
Sabado,90447.08,480
Segunda,74136.55,313
Sexta,41511.909999999996,247
Terca,63709.7,307
