faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),723,268,0,3
25-39 (Millennials),5313,2498,2,14
40-54 (Gen X),5519,2932,0,6
55-69 (Boomers),1666,869,1,0
70+ (Silent),258,164,0,0
Nao Informado,2,3,2,0
