shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Continente Shopping,CS,17811,4431,5499306.419999999,1241.0982667569394,41.99390243902439,2678.7,444
Balneário Shopping,BS,12601,3728,5828474.57,1563.4320198497855,43.040504291845494,3414.520000000001,373
Neumarkt Shopping,NK,13166,3567,4277345.779999999,1199.143756658256,44.10740325294447,2603.38,358
Norte Shopping,NR,6049,2018,1691563.77,838.2377452923687,40.56023797719385,1843.1729999999995,202
Garten Shopping,GS,15669,4896,5202165.9,1062.5338848039216,41.71250510829587,2247.3999999999996,490
Nações Shopping,NS,6384,2117,1964118.75,927.7840103920643,40.41095890410959,1929.1460000000006,212
