Metrica,High Spenders,Demais Clientes
Qtd Clientes,2025.0,18218.0
Valor Total (R$),10417172.52,14045802.67
Ticket Medio (R$),5144.282725925926,770.9848869250192
Freq Media Compras,8.70320987654321,2.967175321110989
Idade Media,42.970125518259785,41.74934320074006
% Feminino,66.61728395061728,66.5934789768361
% Masculino,33.28395061728395,33.263805027994295
