faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
Boomers (1946-1964),165,1000852.77,6065.774363636364,8.148148148148149
Gen X (1965-1980),731,3941458.27,5391.871778385773,36.098765432098766
Gen Z (1997-2012),167,808347.67,4840.405209580838,8.246913580246913
Millennials (1981-1996),955,4636944.82,4855.439602094241,47.160493827160494
Nao Informado,1,5192.44,5192.44,0.04938271604938272
Silent (antes 1946),6,24376.55,4062.758333333333,0.2962962962962963
