faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),664507.77,226794.85,0.0,2296.3599999999997
25-39 (Millennials),5631517.57,2866173.6,2462.66,10320.550000000001
40-54 (Gen X),7197557.54,3898807.38,0.0,4659.5599999999995
55-69 (Boomers),2273131.59,1022992.98,160.7,0.0
70+ (Silent),461174.52,183310.09,0.0,0.0
Nao Informado,1576.82,10296.41,5234.24,0.0
