dia_semana,valor,transacoes
Domingo,577400.58,2514
Quarta,409446.22000000003,1421
Quinta,371316.06,1308
Sabado,676438.14,2412
Segunda,405863.14,1479
Sexta,467130.52,1646
Terca,366708.27,1279
