loja,valor,clientes
Renner,230894.25,574
Brooksfield,128947.81,62
Vivara,125502.8,53
Cia do Homem,111683.37,138
Centauro,109072.61,269
Havan,103138.54,332
Shoulder,100868.96,96
Idéli.Oui,85726.29,83
Baier Joalheria,80776.18,19
Riachuelo,79918.98,278
GrandVision,73602.81,42
Hering Store,71717.24,189
Maze,70274.5,65
Le Lis ,58761.38,26
iPlace Mobile,55934.22,23
Vivo,54805.0,14
JCanedo,53671.41,64
Polishop,52846.65,55
Aramis,48719.24,39
Sandra Duwe,47761.0,15
