sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Feminino,356,76.72413793103449,261939.15
CS,Masculino,107,23.060344827586206,75216.65
CS,Outro,1,0.21551724137931033,13.9
BS,Feminino,324,80.39702233250621,469294.86
BS,Masculino,79,19.602977667493796,97821.76999999999
NK,Masculino,151,27.504553734061933,138188.26
NK,Feminino,397,72.31329690346084,333988.38
NK,Nao Informado,1,0.18214936247723132,18.8
NR,Masculino,766,36.13207547169811,606228.3099999999
NR,Feminino,1349,63.632075471698116,942667.49
NR,Nao Informado,1,0.04716981132075472,1222.91
NR,Outro,4,0.18867924528301888,2767.13
GS,Masculino,113,24.67248908296943,89475.20999999999
GS,Feminino,345,75.32751091703057,258520.2
NS,Feminino,697,69.97991967871486,586205.64
NS,Masculino,295,29.61847389558233,251881.68999999997
NS,Nao Informado,1,0.1004016064257028,649.3
NS,Outro,3,0.30120481927710846,3803.75
