sigla,segmento,valor,clientes
CS,Moda,105751.22,225
CS,Gastronomia,49860.28,277
CS,Esportes,25298.26,59
CS,Calçados,21351.6,77
CS,Eletrônicos,18693.8,7
CS,Infantil,18362.46,62
CS,Beleza e Bem-estar,18220.68,98
CS,Moda Feminina,16456.65,20
CS,Telefonia,12211.52,6
CS,Eletrodomésticos,7090.2699999999995,91
CS,Pets,7087.44,50
CS,Papelaria,5904.89,60
CS,Farmácias,5832.9,49
CS,Livrarias,5351.76,45
CS,Ótica,4665.98,4
CS,Joalheria,4342.1900000000005,5
CS,Casa e Decoração,3723.8,32
CS,Presentes e Acessórios,3325.6,20
CS,Vestuário feminino,2621.5,6
CS,Gastronomia - Sorvetes,391.0,11
BS,Moda,242960.69,237
BS,Beleza e Bem-estar,55809.71,108
BS,Joalheria,46398.9,16
BS,Gastronomia,36521.87,181
BS,Infantil,32721.14,99
BS,Calçados,32466.1,66
BS,Moda Feminina,26987.92,16
BS,Casa e Decoração,14180.39,24
BS,Telefonia,12706.0,2
BS,Ótica,12685.31,11
BS,Eletrônicos,10818.79,8
BS,Esportes,10549.81,34
BS,Presentes e Acessórios,9911.68,40
BS,Livrarias,8576.12,55
BS,Papelaria,4221.08,35
BS,Farmácias,3670.84,31
BS,Supermercado,2700.07,47
BS,Calçados Femininos,2180.0,1
BS,Serviços,747.8,8
BS,Eletrodomésticos,218.41,1
NK,Moda,118396.82,231
NK,Gastronomia,50709.03,307
NK,Joalheria,50600.03,23
NK,Beleza e Bem-estar,37210.659999999996,151
NK,Casa e Decoração,27585.52,104
NK,Telefonia,26043.2,5
NK,Ótica,24796.18,12
NK,Eletrônicos,21908.92,20
NK,Calçados,20094.57,71
NK,Infantil,16401.92,70
NK,Moda Feminina,14510.92,16
NK,Esportes,13065.18,45
NK,Livrarias,10840.1,75
NK,Eletrodomésticos,10008.86,90
NK,Pets,8340.57,54
NK,Presentes e Acessórios,7570.85,26
NK,Farmácias,7550.48,62
NK,Papelaria,5942.63,53
NK,Serviços,452.0,21
NK,Lazer,167.0,3
NR,Moda,281348.24,678
NR,Casa e Decoração,196503.09,420
NR,Supermercado,162847.25,357
NR,Eletrodomésticos,154623.29,243
NR,Calçados,130313.6,348
NR,Eletrônicos,125675.6,50
NR,Infantil,103264.51,288
NR,Beleza e Bem-estar,75673.06,315
NR,Telefonia,67823.4,28
NR,Esportes,64088.46,171
NR,Gastronomia,44101.2,413
NR,Pets,24639.55,134
NR,Ótica,23634.5,36
NR,Joalheria,21416.45,25
NR,Serviços,18569.92,52
NR,Papelaria,18026.51,97
NR,Livrarias,16045.77,85
NR,Presentes e Acessórios,14064.04,89
NR,Outros,6045.0,5
NR,Lazer,2638.9,10
GS,Moda,120969.21,243
GS,Gastronomia,51099.59,263
GS,Casa e Decoração,29932.63,92
GS,Beleza e Bem-estar,27613.32,70
GS,Calçados,21670.55,71
GS,Eletrônicos,20888.89,6
GS,Infantil,18514.98,71
GS,Esportes,13789.18,50
GS,Ótica,9933.1,7
GS,Presentes e Acessórios,8274.37,47
GS,Livrarias,5268.03,38
GS,Joalheria,4761.6,9
GS,Farmácias,3845.13,34
GS,Papelaria,3654.32,58
GS,Pets,3094.42,35
GS,Moda Feminina,2097.0,2
GS,Telefonia,1712.8,4
GS,Gastronomia - Restaurante,236.1,2
GS,Serviços,218.6,10
GS,Gastronomia - Sorvetes,211.0,7
NS,Moda,337988.32,483
NS,Gastronomia,104235.23,340
NS,Casa e Decoração,62563.43,111
NS,Eletrônicos,58688.0,14
NS,Esportes,40832.76,80
NS,Beleza e Bem-estar,39472.06,140
NS,Calçados,39449.83,110
NS,Joalheria,39234.34,30
NS,Infantil,33573.56,87
NS,Calçados Femininos,29867.85,37
NS,Pets,17852.0,103
NS,Presentes e Acessórios,9512.6,19
NS,Farmácias,9214.58,50
NS,Eletrodomésticos,8895.57,59
NS,Livrarias,8028.3,48
NS,Papelaria,1439.25,12
NS,Ótica,1044.7,2
NS,Serviços,602.0,46
NS,Gastronomia - Sorvetes,46.0,1
