dia_semana,valor,transacoes
Domingo,685912.47,2646
Quarta,368237.85,1280
Quinta,376739.48,1206
Sabado,895709.49,2765
Segunda,421141.62,1552
Sexta,397991.26,1352
Terca,296791.39,1063
