genero,qtd_clientes,valor_total,pct_clientes
Feminino,2203,2186408.56,66.19591346153845
Masculino,1117,1249671.15,33.56370192307692
Nao Informado,1,117.99,0.030048076923076924
Outro,7,6325.86,0.21033653846153846
