genero,qtd_clientes,valor_total,pct_clientes
Feminino,8532,9924603.09,58.88198757763975
Masculino,5937,7543303.09,40.97308488612836
Nao Informado,4,1855.8700000000001,0.027605244996549348
Outro,17,16957.52,0.11732229123533472
