shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Norte Shopping,2058,1554921.17,2.576287657920311,2.7089407191448007,3.0174927113702625,8.302721088435375,755.5496452866861,89,162315.34,1823.7678651685392,469,472633.66000000003,1007.7476759061834,1075,758825.53,705.8842139534884,425,161146.64,379.1685647058824,37.74
Nações Shopping,992,839753.26,2.1875,2.908266129032258,3.094758064516129,8.190524193548388,846.5254637096774,73,148761.04,2037.8224657534247,207,212892.57,1028.4665217391305,441,389456.27,883.1207936507936,271,88643.38,327.09734317343174,20.38
Balneário Shopping,389,564742.9,3.93573264781491,3.3573264781491003,3.403598971722365,10.696658097686376,1451.781233933162,145,410381.32,2830.216,112,104699.74,934.8191071428572,80,38971.14,487.13925,52,10690.7,205.59038461538464,13.71
Neumarkt Shopping,500,487026.48,3.966,3.404,2.872,10.242,974.05296,155,337031.05,2174.393870967742,132,94486.31,715.8053787878788,143,45836.62,320.5358041958042,70,9672.5,138.17857142857142,11.82
Garten Shopping,454,339401.34,3.788546255506608,3.3105726872246697,2.79295154185022,9.892070484581497,747.5800440528635,122,194107.94,1591.0486885245903,127,95025.7,748.2338582677165,122,38507.01,315.6312295081967,83,11760.69,141.69506024096387,8.24
Continente Shopping,460,333972.25,4.028260869565218,3.4521739130434783,2.7195652173913043,10.2,726.0266304347826,136,202842.7,1491.4904411764708,133,85883.69,645.742030075188,124,37562.78,302.92564516129033,67,7683.08,114.67283582089551,8.11
