perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,720,1455439.39,9.965277777777779,4.633333333333334,4.775,4.545833333333333,13.954166666666667,2021.443597222222,14.84,35.33
Premium,1180,1065621.67,4.420338983050847,3.4847457627118645,3.838135593220339,3.493220338983051,10.816101694915254,903.0692118644067,24.31,25.87
Potencial,1985,1309159.35,2.1224181360201513,2.671536523929471,2.5954659949622165,2.721410579345088,7.988413098236776,659.5261209068011,40.9,31.78
Pontual,968,289596.99,1.2262396694214877,1.8677685950413223,1.487603305785124,1.8202479338842976,5.175619834710743,299.170444214876,19.95,7.03
