shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Premium,1,Moda,10458.11,50.58,44,23
Balneário Shopping,Premium,2,Infantil,2602.5,12.59,12,9
Balneário Shopping,Premium,3,Beleza e Bem-estar,2275.92,11.01,11,9
Balneário Shopping,Premium,4,Gastronomia,1572.26,7.6,26,15
Balneário Shopping,Premium,5,Calçados,1529.93,7.4,7,6
Balneário Shopping,Premium,6,Papelaria,772.5,3.74,11,4
Balneário Shopping,Premium,7,Livrarias,557.9,2.7,5,4
Balneário Shopping,Premium,8,Farmácias,407.82,1.97,5,4
Balneário Shopping,Premium,9,Esportes,319.98,1.55,2,2
Balneário Shopping,Premium,10,Moda Feminina,179.9,0.87,1,1
Balneário Shopping,VIP,1,Moda,225201.97,46.75,468,191
Balneário Shopping,VIP,2,Beleza e Bem-estar,52815.89,10.96,158,95
Balneário Shopping,VIP,3,Joalheria,46398.9,9.63,17,16
Balneário Shopping,VIP,4,Gastronomia,33528.59,6.96,419,146
Balneário Shopping,VIP,5,Calçados,29843.92,6.19,70,54
Balneário Shopping,VIP,6,Infantil,27914.83,5.79,115,78
Balneário Shopping,VIP,7,Moda Feminina,26808.02,5.56,16,15
Balneário Shopping,VIP,8,Casa e Decoração,13975.59,2.9,27,23
Balneário Shopping,VIP,9,Telefonia,12706.0,2.64,3,2
Balneário Shopping,VIP,10,Ótica,12555.41,2.61,11,10
Continente Shopping,Premium,1,Moda,7635.38,33.57,35,26
Continente Shopping,Premium,2,Gastronomia,4561.78,20.06,79,32
Continente Shopping,Premium,3,Esportes,3526.8199999999997,15.51,5,4
Continente Shopping,Premium,4,Calçados,2921.4300000000003,12.85,10,9
Continente Shopping,Premium,5,Eletrodomésticos,913.81,4.02,17,13
Continente Shopping,Premium,6,Infantil,869.84,3.82,5,5
Continente Shopping,Premium,7,Beleza e Bem-estar,745.8499999999999,3.28,14,10
Continente Shopping,Premium,8,Presentes e Acessórios,733.0,3.22,3,3
Continente Shopping,Premium,9,Pets,487.29,2.14,5,5
Continente Shopping,Premium,10,Livrarias,347.5,1.53,3,3
Continente Shopping,VIP,1,Moda,86510.98,34.99,331,162
Continente Shopping,VIP,2,Gastronomia,41462.35,16.77,901,199
Continente Shopping,VIP,3,Esportes,18658.11,7.55,58,46
Continente Shopping,VIP,4,Eletrônicos,17688.8,7.15,16,6
Continente Shopping,VIP,5,Moda Feminina,16424.37,6.64,24,19
Continente Shopping,VIP,6,Beleza e Bem-estar,16369.34,6.62,96,75
Continente Shopping,VIP,7,Infantil,16027.99,6.48,60,49
Continente Shopping,VIP,8,Calçados,15657.48,6.33,65,55
Continente Shopping,VIP,9,Telefonia,12211.52,4.94,7,6
Continente Shopping,VIP,10,Pets,6226.88,2.52,55,37
Garten Shopping,Premium,1,Moda,10150.5,36.8,39,22
Garten Shopping,Premium,2,Casa e Decoração,5914.18,21.44,20,14
Garten Shopping,Premium,3,Beleza e Bem-estar,3370.0899999999997,12.22,12,11
Garten Shopping,Premium,4,Calçados,2286.51,8.29,7,6
Garten Shopping,Premium,5,Gastronomia,2263.87,8.21,47,22
Garten Shopping,Premium,6,Joalheria,931.05,3.38,3,3
Garten Shopping,Premium,7,Livrarias,915.9,3.32,5,5
Garten Shopping,Premium,8,Infantil,847.96,3.07,5,4
Garten Shopping,Premium,9,Esportes,569.97,2.07,3,3
Garten Shopping,Premium,10,Papelaria,335.3,1.22,7,6
Garten Shopping,VIP,1,Moda,95917.48,36.17,346,179
Garten Shopping,VIP,2,Gastronomia,42685.92,16.09,766,191
Garten Shopping,VIP,3,Beleza e Bem-estar,23565.08,8.89,71,55
Garten Shopping,VIP,4,Casa e Decoração,21238.57,8.01,88,62
Garten Shopping,VIP,5,Eletrônicos,20569.21,7.76,17,5
Garten Shopping,VIP,6,Calçados,17732.24,6.69,63,55
Garten Shopping,VIP,7,Infantil,14019.07,5.29,80,54
Garten Shopping,VIP,8,Esportes,12798.25,4.83,46,43
Garten Shopping,VIP,9,Ótica,9664.1,3.64,6,6
Garten Shopping,VIP,10,Presentes e Acessórios,7031.78,2.65,47,39
Nações Shopping,Premium,1,Moda,57216.51,48.11,116,69
Nações Shopping,Premium,2,Eletrônicos,12720.0,10.7,4,4
Nações Shopping,Premium,3,Gastronomia,10159.49,8.54,144,46
Nações Shopping,Premium,4,Calçados Femininos,8719.2,7.33,6,6
Nações Shopping,Premium,5,Casa e Decoração,6749.37,5.68,15,13
Nações Shopping,Premium,6,Joalheria,5820.0,4.89,2,2
Nações Shopping,Premium,7,Infantil,5664.74,4.76,23,13
Nações Shopping,Premium,8,Beleza e Bem-estar,4269.39,3.59,22,15
Nações Shopping,Premium,9,Calçados,3852.1200000000003,3.24,10,9
Nações Shopping,Premium,10,Esportes,3760.7,3.16,13,9
Nações Shopping,VIP,1,Moda,109283.84,38.48,252,123
Nações Shopping,VIP,2,Gastronomia,41876.95,14.75,409,93
Nações Shopping,VIP,3,Eletrônicos,41686.0,14.68,7,7
Nações Shopping,VIP,4,Joalheria,19789.42,6.97,20,9
Nações Shopping,VIP,5,Calçados,13834.24,4.87,48,42
Nações Shopping,VIP,6,Beleza e Bem-estar,13551.460000000001,4.77,64,42
Nações Shopping,VIP,7,Infantil,13075.26,4.6,37,27
Nações Shopping,VIP,8,Esportes,12172.79,4.29,34,29
Nações Shopping,VIP,9,Casa e Decoração,11870.85,4.18,44,28
Nações Shopping,VIP,10,Pets,6828.05,2.4,52,34
Neumarkt Shopping,Premium,1,Moda,9063.91,34.93,38,26
Neumarkt Shopping,Premium,2,Casa e Decoração,2667.5,10.28,13,10
Neumarkt Shopping,Premium,3,Ótica,2550.9700000000003,9.83,2,1
Neumarkt Shopping,Premium,4,Calçados,2484.3,9.57,10,9
Neumarkt Shopping,Premium,5,Beleza e Bem-estar,2275.56,8.77,17,14
Neumarkt Shopping,Premium,6,Gastronomia,2147.81,8.28,43,24
Neumarkt Shopping,Premium,7,Livrarias,1462.1,5.64,14,8
Neumarkt Shopping,Premium,8,Infantil,1344.88,5.18,13,12
Neumarkt Shopping,Premium,9,Esportes,1119.93,4.32,5,4
Neumarkt Shopping,Premium,10,Eletrônicos,829.6999999999999,3.2,2,2
Neumarkt Shopping,VIP,1,Moda,102891.37,29.41,340,188
Neumarkt Shopping,VIP,2,Joalheria,50420.03,14.41,29,22
Neumarkt Shopping,VIP,3,Gastronomia,45454.5,12.99,836,237
Neumarkt Shopping,VIP,4,Beleza e Bem-estar,31790.36,9.09,172,121
Neumarkt Shopping,VIP,5,Telefonia,26043.2,7.44,8,5
Neumarkt Shopping,VIP,6,Casa e Decoração,22444.29,6.42,114,87
Neumarkt Shopping,VIP,7,Eletrônicos,20409.42,5.83,17,15
Neumarkt Shopping,VIP,8,Ótica,19904.28,5.69,14,9
Neumarkt Shopping,VIP,9,Calçados,15949.92,4.56,68,52
Neumarkt Shopping,VIP,10,Moda Feminina,14510.92,4.15,16,16
Norte Shopping,Premium,1,Eletrônicos,54274.5,19.92,20,19
Norte Shopping,Premium,2,Eletrodomésticos,46653.53,17.13,52,45
Norte Shopping,Premium,3,Casa e Decoração,42670.32,15.66,73,59
Norte Shopping,Premium,4,Moda,35126.38,12.89,109,79
Norte Shopping,Premium,5,Telefonia,23268.0,8.54,7,7
Norte Shopping,Premium,6,Supermercado,21516.670000000002,7.9,109,50
Norte Shopping,Premium,7,Calçados,17171.75,6.3,57,41
Norte Shopping,Premium,8,Esportes,11507.45,4.22,33,27
Norte Shopping,Premium,9,Beleza e Bem-estar,10510.6,3.86,54,43
Norte Shopping,Premium,10,Infantil,9726.05,3.57,41,32
Norte Shopping,VIP,1,Moda,60433.23,18.35,209,141
Norte Shopping,VIP,2,Eletrônicos,51781.9,15.72,13,13
Norte Shopping,VIP,3,Supermercado,45767.86,13.9,181,96
Norte Shopping,VIP,4,Eletrodomésticos,45757.49,13.89,97,69
Norte Shopping,VIP,5,Casa e Decoração,37677.73,11.44,100,78
Norte Shopping,VIP,6,Telefonia,26674.4,8.1,7,6
Norte Shopping,VIP,7,Gastronomia,18011.18,5.47,381,143
Norte Shopping,VIP,8,Infantil,16407.73,4.98,65,56
Norte Shopping,VIP,9,Calçados,14139.95,4.29,55,42
Norte Shopping,VIP,10,Beleza e Bem-estar,12677.99,3.85,91,69
