shopping_principal,qtd_clientes,valor_total,ticket_medio,vip_hist,vip_valor_hist,vip_ticket_hist,premium_hist,premium_valor_hist,premium_ticket_hist,potencial_hist,potencial_valor_hist,potencial_ticket_hist,pontual_hist,pontual_valor_hist,pontual_ticket_hist,vip_periodo,vip_valor_periodo,vip_ticket_periodo,premium_periodo,premium_valor_periodo,premium_ticket_periodo,potencial_periodo,potencial_valor_periodo,potencial_ticket_periodo,pontual_periodo,pontual_valor_periodo,pontual_ticket_periodo,high_spenders,pct_valor
Norte Shopping,2058,1554921.17,492.9885871869739,333,387377.83,587.286767791089,270,306571.81,790.6748269800158,449,368727.51,576.3766887340682,1006,492244.02,344.66071792262295,117,418139.12,2536.5772008685417,219,291693.84,844.8896411433792,734,520036.46,422.49309410006055,988,325051.75,225.35447110255916,144,37.74
Nações Shopping,992,839753.26,436.1745068215983,224,298314.95,555.3947769298181,128,124587.68000000001,585.0016027033683,296,253582.23,437.32862366105536,344,163268.4,302.17210170070564,72,260208.42,1841.6928052979104,189,253212.12,620.9471492569985,336,243050.82,411.7543502006305,395,83281.9,112.3411541989656,87,20.38
Balneário Shopping,389,564742.9,361.3425338152342,298,528002.63,425.33962146905,39,21071.84,167.1846331908832,20,7153.18,135.22994166666666,32,8515.25,143.31996651785715,81,357927.58,843.7871374736113,74,106331.1,346.9625720031338,91,67125.91,299.3981873331187,143,33358.31,134.93022477774753,97,13.71
Neumarkt Shopping,500,487026.48,218.55016744705765,353,431938.8,240.94025099091058,57,29258.22,185.57429603048024,44,17965.12,190.73944696969696,46,7864.34,114.19357789855071,46,227851.97,702.6083338080575,80,114431.88,262.87887757791816,117,87907.93000000001,244.86908562859892,257,56834.7,106.12882157034491,64,11.82
Garten Shopping,454,339401.34,197.2387011487889,301,277753.26,205.4107339032674,55,28114.56,240.00963333333334,42,20870.03,209.79936961451247,56,12663.49,101.88635820578232,43,124275.72,466.3382434085406,57,79068.77,322.89860185725837,112,82031.11,228.53119211618215,242,54025.74,105.34343814920159,57,8.24
Continente Shopping,460,333972.25,180.23771006097263,302,281044.56,199.7820854715364,57,23574.93,185.50363149326307,54,19056.68,139.83563812871122,47,10296.08,94.68777365057487,24,94866.51,632.7478906011751,73,101760.74,298.5963661654727,116,84396.21,198.125945698764,247,52948.79,92.88766324891931,37,8.11
