perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Pontual;Balneário Shopping;Feminino;1;C&A;1129,86;23,42;2;2
Pontual;Balneário Shopping;Feminino;2;Riachuelo;917,9;19,03;4;4
Pontual;Balneário Shopping;Feminino;3;Tip Top;464,78;9,63;1;1
Pontual;Balneário Shopping;Feminino;4;ZARA;436,5;9,05;2;2
Pontual;Balneário Shopping;Feminino;5;Bibi;359,8;7,46;1;1
Pontual;Balneário Shopping;Feminino;6;Sephora;354,0;7,34;2;1
Pontual;Balneário Shopping;Feminino;7;Alô Bebê;308,5;6,39;2;2
Pontual;Balneário Shopping;Feminino;8;Lupo;298,26;6,18;2;2
Pontual;Balneário Shopping;Feminino;9;Carter´s ;288,9;5,99;2;2
Pontual;Balneário Shopping;Feminino;10;Crocs;266,0;5,51;1;1
Pontual;Balneário Shopping;Masculino;1;Live!;329,9;19,62;1;1
Pontual;Balneário Shopping;Masculino;2;Ri Happy;259,99;15,46;1;1
Pontual;Balneário Shopping;Masculino;3;Renner;229,7;13,66;1;1
Pontual;Balneário Shopping;Masculino;4;Centauro;189,98;11,3;1;1
Pontual;Balneário Shopping;Masculino;5;Adcos;169,0;10,05;1;1
Pontual;Balneário Shopping;Masculino;6;C&A;159,99;9,52;1;1
Pontual;Balneário Shopping;Masculino;7;Jeronimo;116,6;6,94;1;1
Pontual;Balneário Shopping;Masculino;8;KFC;99,6;5,92;1;1
Pontual;Balneário Shopping;Masculino;9;Paladare Di Italia;84,0;5,0;1;1
Pontual;Balneário Shopping;Masculino;10;Lojas Americanas;42,44;2,52;2;1
Pontual;Continente Shopping;Feminino;1;Renner;1212,2;23,03;6;5
Pontual;Continente Shopping;Feminino;2;Ri Happy Baby;606,99;11,53;4;3
Pontual;Continente Shopping;Feminino;3;Riachuelo;510,2;9,7;7;5
Pontual;Continente Shopping;Feminino;4;Nike Unite;509,97;9,69;3;3
Pontual;Continente Shopping;Feminino;5;C&A;499,94000000000005;9,5;3;3
Pontual;Continente Shopping;Feminino;6;Carioca Calçados;424,98;8,08;2;2
