loja,valor,clientes
Havan,1454393.56,2509
Magazine Luiza,1006490.33,398
Pittol,820283.64,2395
Atacadão,636538.33,1501
Renner,574139.46,1618
Riachuelo,534494.86,1616
Centauro,467887.01,986
Idéli.oui,414711.16,775
Casas Bahia,406114.49,212
Samsung,322540.0,96
Vivara,216442.86,161
Superlegal Brinquedos,206463.19,660
CVC,205054.12,18
Vivo,196939.95,63
Avatim,190527.73,814
O Boticário,169987.5,639
JCanedo,168467.2,212
Sabor Brasileiro,164515.14,765
Game Mania,159192.62,76
World Tennis,152211.53,313
