dia_semana,valor,transacoes
Domingo,5110231.48,17152
Quarta,3812096.75,10475
Quinta,2911958.0100000002,8859
Sabado,4533578.34,15206
Segunda,4832408.87,13737
Sexta,3598479.42,10843
Terca,4375721.8,12883
