dia_semana,valor,transacoes
Domingo,10227983.08,38320
Quarta,5926626.4,21900
Quinta,5492375.98,20203
Sabado,9314727.51,35153
Segunda,7091996.8,25818
Sexta,6401449.25,23579
Terca,6071505.04,22787
